"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"18",NA,-2.912708287,5.465547817,18.69292128,-17.21462959,NA,NA,23.63362329,NA,-4.55364859,NA,-5.796278489,NA,-4.356456828,NA,6.532606574,-7.110797906,0,NA,NA,3.595666582,-5.713922073,-0.737404087,-1.070494053,3.502724201,3.628624552,NA,NA,-0.741471779,NA,10.98804744,11.18971251,-1.731889326,NA,NA,NA,2.992297992,-6.449294058
"19",NA,-5.030737169,-18.27517586,-8.97233779,-34.76633177,NA,NA,-1.137888445,NA,-7.932825116,NA,-3.529676787,NA,-16.32603476,NA,-4.503716123,-16.52787565,NA,0,NA,-12.85406525,-13.94258454,-21.2006967,-14.34791926,-7.424101599,-12.52320453,NA,NA,-1.356749464,NA,-9.42254569,-15.6273466,-13.32957616,NA,NA,NA,-20.03847918,-11.52382182
"20",NA,4.223731065,4.795398463,10.80076484,-28.27986702,NA,NA,59.45277096,NA,0.326206818,NA,-47.74328918,NA,-7.327284358,NA,-12.22183245,5.565030154,NA,NA,0,21.86640206,-3.752754624,4.484228408,-16.65503167,11.46299276,0.383599201,NA,NA,-4.113754629,NA,-17.03843149,-3.750477845,1.574118573,NA,NA,NA,3.433535786,31.76339947
"21",12.9538647,2.490904694,13.29843624,22.74961749,-32.57259499,-5.34689033,5.434766063,60.18384285,13.63614283,5.88567719,6.294641353,15.53172795,10.89510435,-23.0962683,9.108118566,26.6392148,-1.94430236,3.595666582,-12.85406525,21.86640206,0,18.57093186,19.84779993,14.26686071,31.05193118,27.50568919,-12.99181926,30.75488569,-2.174767077,16.22610932,13.5470429,15.83898518,-3.184065487,33.89400746,13.16812022,23.2798268,9.848153239,20.65597335
"22",-4.043481965,4.275418189,7.066260703,24.34037558,-26.90833485,-15.52708844,6.044189518,28.08776945,3.734775282,-2.249505411,-0.710108141,-2.289208573,-1.684618365,3.384301627,0.363016159,5.007710851,-2.601540441,-5.713922073,-13.94258454,-3.752754624,18.57093186,0,0.300025088,4.822028897,-0.2008299,2.009940971,-4.014635526,2.045823614,3.946756744,-0.422034642,15.55973923,16.46539688,-5.413539765,11.93836917,-21.04863761,-2.340506411,0.629341802,-13.51758559
"23",4.451442694,-8.596830872,0.088495927,13.26673616,-32.43348826,1.544588172,2.834850559,55.17163732,5.930965837,-11.57183416,0.647078071,5.660442539,24.07225252,3.418571611,1.552213782,9.384782697,2.090692128,-0.737404087,-21.2006967,4.484228408,19.84779993,0.300025088,0,-12.60974674,9.909229782,5.782653741,2.960804999,-19.44784362,-8.926643991,19.47751727,9.080037918,3.206793765,36.82330697,15.00545878,-18.66022759,-28.67860789,-3.062591179,16.96755402
"24",2.77964034,-4.414656847,4.172613227,17.20489325,-28.45266802,-16.66840556,3.242897625,40.76851974,-0.76149083,-18.26637956,-21.05570493,-2.531556927,-11.51128765,-2.762137019,0.621369293,1.915048075,-16.94299188,-1.070494053,-14.34791926,-16.65503167,14.26686071,4.822028897,-12.60974674,0,9.617820752,-1.937932973,-8.237247735,10.24732259,-10.06844079,-17.89989057,2.703990742,-2.208129952,-14.93798129,4.335164719,6.158435835,-11.1253861,1.500804536,-12.58569527
"25",8.154105366,13.26490494,14.51877071,77.37379228,-26.76576926,7.404743915,15.49758778,73.28046519,15.20045624,-1.990652148,3.450152078,20.02741966,4.908185246,19.12571429,9.57336512,43.73504997,-1.026353739,3.502724201,-7.424101599,11.46299276,31.05193118,-0.2008299,9.909229782,9.617820752,0,24.44548857,-6.072327346,26.01615066,5.657705336,4.800904065,15.97384768,19.16954955,17.22488765,23.89003247,-2.809992038,14.75500515,-0.844489472,5.181556099
"26",-0.789850789,3.243820346,2.461137178,27.94910357,-20.52460047,-5.127499155,-2.699352337,58.17696562,9.125433914,-4.483571009,-8.361169397,2.241095709,-0.729358768,-1.964927817,2.78687117,9.82072769,3.527751523,3.628624552,-12.52320453,0.383599201,27.50568919,2.009940971,5.782653741,-1.937932973,24.44548857,0,-11.53572802,14.28061993,-1.15865418,-0.605565074,16.28076055,19.96661798,-1.206547234,17.39521623,17.95434554,3.779856811,-6.444170588,5.941311756
"27",NA,-8.7509534,-10.10476018,10.69245706,-25.48082813,NA,NA,19.11809735,NA,-7.260951851,NA,-14.84679947,NA,-0.455778707,NA,4.145717457,-20.5093625,NA,NA,NA,-12.99181926,-4.014635526,2.960804999,-8.237247735,-6.072327346,-11.53572802,0,NA,-10.26993237,NA,-2.544461423,-8.118597185,-8.755629817,NA,NA,NA,-9.845186574,1.752967758
"28",NA,-0.03081072,6.85564403,10.35604382,-41.85144862,NA,NA,57.07361604,NA,-15.5305062,NA,2.956833604,NA,-16.9852671,NA,6.380652766,-5.616165995,NA,NA,NA,30.75488569,2.045823614,-19.44784362,10.24732259,26.01615066,14.28061993,NA,0,-2.810468656,NA,1.56704859,3.115456463,6.080763532,NA,NA,NA,8.118297172,-4.041011718
"29",-1.142915464,5.928260429,4.574324818,30.60408842,-27.07550907,-5.35572884,6.522177959,-30.88625145,-0.874797194,-9.293548607,-27.66661757,-4.567846787,-5.117621187,-17.98898167,8.998756296,11.72700399,-2.6668904,-0.741471779,-1.356749464,-4.113754629,-2.174767077,3.946756744,-8.926643991,-10.06844079,5.657705336,-1.15865418,-10.26993237,-2.810468656,0,-3.55394939,16.13211451,10.33363661,2.365406671,1.329861839,-1.761566318,-21.92731353,-4.982150844,-17.19483765
"30",NA,12.92903881,7.114256649,23.76332807,-36.06637464,NA,NA,47.29077303,NA,-10.64908493,NA,9.534577311,NA,12.63781916,NA,1.411833248,-7.039712068,NA,NA,NA,16.22610932,-0.422034642,19.47751727,-17.89989057,4.800904065,-0.605565074,NA,NA,-3.55394939,0,9.919702843,2.300040785,-8.991422975,NA,NA,NA,-3.324421857,13.00527638
"31",5.28680143,13.6574206,4.091884747,6.262902341,-21.3325054,-3.270890723,11.90323897,30.51259643,10.80175484,-5.309622207,-6.61710691,17.26591297,12.57460996,4.281510848,-7.916794422,10.14643691,16.40421107,10.98804744,-9.42254569,-17.03843149,13.5470429,15.55973923,9.080037918,2.703990742,15.97384768,16.28076055,-2.544461423,1.56704859,16.13211451,9.919702843,0,-1.812117181,13.82210367,13.54885898,4.067989395,-2.362092146,-0.707777889,15.67720941
"32",5.810341082,9.99592005,4.076213757,13.35640294,-21.27042427,8.555140145,12.61371814,31.99993727,13.9395735,-0.410110115,-10.66924847,14.98784454,13.71601881,-2.529266953,-7.465748562,13.99298788,14.83637956,11.18971251,-15.6273466,-3.750477845,15.83898518,16.46539688,3.206793765,-2.208129952,19.16954955,19.96661798,-8.118597185,3.115456463,10.33363661,2.300040785,-1.812117181,0,12.85113059,-0.932909457,-0.010526166,4.204164423,-4.280959085,8.746994683
"33",2.01551389,18.9810528,7.342773246,20.70259235,-22.67214272,-2.430803914,6.944634037,21.99613399,-7.709811996,-8.632649681,-4.918525302,19.51734656,-0.531958049,-10.28606148,4.034857896,4.604614098,2.987740761,-1.731889326,-13.32957616,1.574118573,-3.184065487,-5.413539765,36.82330697,-14.93798129,17.22488765,-1.206547234,-8.755629817,6.080763532,2.365406671,-8.991422975,13.82210367,12.85113059,0,5.659525838,-49.44226194,-15.04684188,5.836164599,4.631653414
"34",NA,-3.088285265,7.547664613,22.1998106,-22.45005136,NA,NA,62.19001366,NA,2.432977907,NA,31.44481537,NA,12.7176527,NA,14.53943317,-2.305857146,NA,NA,NA,33.89400746,11.93836917,15.00545878,4.335164719,23.89003247,17.39521623,NA,NA,1.329861839,NA,13.54885898,-0.932909457,5.659525838,0,NA,NA,12.22140413,25.24708336
"35",NA,-13.3486394,9.779676009,14.0995353,-35.64042528,NA,NA,39.41310981,NA,-31.63086613,NA,39.94346161,NA,-21.14714659,NA,15.54151981,-2.579725695,NA,NA,NA,13.16812022,-21.04863761,-18.66022759,6.158435835,-2.809992038,17.95434554,NA,NA,-1.761566318,NA,4.067989395,-0.010526166,-49.44226194,NA,0,NA,-0.696788621,-7.334796274
"36",NA,-10.23345184,4.974820076,14.37814034,-35.36046364,NA,NA,43.75611313,NA,-8.598759935,NA,5.077460321,NA,-18.72141057,NA,-10.91514974,-12.12266334,NA,NA,NA,23.2798268,-2.340506411,-28.67860789,-11.1253861,14.75500515,3.779856811,NA,NA,-21.92731353,NA,-2.362092146,4.204164423,-15.04684188,NA,NA,0,0.476062814,7.056364558
"37",-7.702952771,3.771629482,-0.836890494,14.9510573,-18.64505918,-9.915142007,12.44234718,19.23541653,2.108457821,-28.05693916,-6.127481674,10.93668411,2.432642491,-13.992675,3.661882631,-0.916779375,-9.297446882,2.992297992,-20.03847918,3.433535786,9.848153239,0.629341802,-3.062591179,1.500804536,-0.844489472,-6.444170588,-9.845186574,8.118297172,-4.982150844,-3.324421857,-0.707777889,-4.280959085,5.836164599,12.22140413,-0.696788621,0.476062814,0,6.02811965
"38",18.30590717,-2.55467753,40.75548759,22.6156485,-26.96549692,5.046265136,1.318328844,57.29755945,-0.976975196,0.194463381,24.53717622,1.46382745,19.42049005,17.99220848,38.50277923,9.232732447,-18.89181982,-6.449294058,-11.52382182,31.76339947,20.65597335,-13.51758559,16.96755402,-12.58569527,5.181556099,5.941311756,1.752967758,-4.041011718,-17.19483765,13.00527638,15.67720941,8.746994683,4.631653414,25.24708336,-7.334796274,7.056364558,6.02811965,0
